"Marital status;Application mode;Application order;Course;""Daytime/evening attendance	"";Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target"
1;1;1;9670;1;1;131.0;1;37;37;9;6;127.2;0;0;0;1;0;1;18;0;0;5;7;3;12.666666666666666;0;0;5;5;4;12.5;0;9.4;-0.8;-3.12;Enrolled
1;42;1;9500;1;1;100.0;1;3;37;2;6;130.0;1;0;0;1;0;0;25;0;0;14;14;12;13.291666666666666;1;0;14;14;12;13.291666666666666;1;7.6;2.6;0.32;Graduate
1;17;1;9085;1;1;120.0;1;2;3;2;2;116.1;0;0;0;1;0;0;20;0;0;5;12;3;11.666666666666666;2;0;5;11;4;11.5;1;9.4;-0.8;-3.12;Graduate
1;17;2;9500;1;1;145.0;1;19;37;5;9;130.5;1;0;0;1;0;0;18;0;0;8;8;7;14.24;0;0;8;8;7;14.24;0;10.8;1.4;1.74;Graduate
1;39;1;9670;1;1;120.0;1;34;34;0;0;104.0;1;0;0;1;0;0;24;0;0;5;10;3;13.0;0;0;5;11;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
1;17;2;9500;1;1;140.0;1;1;1;5;10;128.5;1;0;0;1;0;0;18;0;0;7;9;5;14.06;0;0;7;9;6;12.571428571428571;0;12.4;0.5;1.79;Enrolled
1;17;5;9238;1;1;134.0;1;38;37;9;9;126.0;0;0;1;0;0;0;21;0;0;6;10;5;11.833333333333334;0;0;6;10;5;13.2;0;13.9;-0.3;0.79;Dropout
1;1;1;9773;1;1;140.0;1;1;19;5;10;141.1;1;0;0;1;0;0;18;0;0;6;6;6;12.833333333333334;0;0;6;6;6;13.333333333333334;0;9.4;-0.8;-3.12;Graduate
1;17;2;9254;1;1;107.0;1;12;19;5;5;102.8;1;0;0;1;0;0;20;0;0;6;16;1;10.0;0;0;6;12;0;0.0;0;10.8;1.4;1.74;Dropout
1;17;5;9147;1;1;133.0;1;1;1;4;4;129.2;1;0;0;1;0;0;19;0;0;5;9;2;11.0;0;0;5;12;2;10.0;0;7.6;2.6;0.32;Dropout
1;1;1;9500;1;1;127.0;1;3;1;2;9;119.3;1;0;0;1;0;0;20;0;0;7;7;7;14.105714285714289;0;0;8;8;8;13.6625;0;11.1;0.6;2.02;Graduate
1;1;5;9500;1;1;141.0;1;38;19;9;6;126.3;1;0;0;1;0;0;20;0;0;8;12;7;12.471428571428572;0;0;8;12;7;12.471428571428572;0;12.7;3.7;-1.7;Graduate
1;44;1;9085;1;39;140.0;1;3;1;4;3;140.0;1;0;0;1;0;1;20;0;2;6;11;6;11.833333333333334;0;1;6;17;5;11.857142857142858;0;12.4;0.5;1.79;Graduate
1;1;3;9070;1;1;150.0;1;1;1;4;8;131.5;1;0;0;1;0;0;20;0;0;6;6;6;12.5;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate
1;1;6;9853;1;1;140.0;1;38;38;9;7;137.6;1;0;0;1;0;0;18;0;0;6;7;6;11.666666666666666;0;0;6;7;6;12.333333333333334;0;10.8;1.4;1.74;Dropout
1;1;1;171;1;1;141.0;1;3;1;4;4;142.8;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.4;0.5;1.79;Graduate
4;39;1;9991;0;1;150.0;1;37;38;9;9;146.2;0;0;0;1;0;0;30;0;0;5;11;3;10.333333333333334;0;0;5;10;4;12.8;0;12.4;0.5;1.79;Enrolled
1;1;2;9085;1;1;160.0;1;4;19;2;5;162.1;1;0;0;1;0;0;18;0;0;5;8;5;16.166666666666668;2;0;5;9;5;14.285714285714286;1;9.4;-0.8;-3.12;Graduate
1;39;1;9085;1;19;133.1;1;37;37;4;8;140.0;0;0;0;1;0;0;35;0;0;6;11;3;12.666666666666666;0;0;6;7;0;0.0;0;11.1;0.6;2.02;Dropout
1;39;1;8014;0;1;133.1;1;19;37;7;8;120.0;0;0;1;0;0;0;31;0;0;6;14;2;10.5;0;0;6;6;3;12.333333333333334;0;11.1;0.6;2.02;Dropout
1;43;1;9254;1;1;134.0;1;37;37;9;9;133.3;1;0;1;1;0;0;19;0;0;6;13;2;11.5;0;0;6;13;1;11.0;0;7.6;2.6;0.32;Dropout
1;1;4;9238;1;1;130.0;1;1;19;4;5;124.8;1;0;0;1;0;0;19;0;0;6;6;6;13.0;0;0;6;8;5;13.4;0;8.9;1.4;3.51;Graduate
1;17;4;9500;1;1;140.0;1;19;37;4;8;133.3;1;0;0;1;0;0;19;0;0;7;7;6;11.966666666666669;0;0;7;7;6;11.966666666666669;0;7.6;2.6;0.32;Graduate
1;17;1;9500;1;1;145.0;1;3;3;2;3;141.8;0;0;0;1;0;0;19;0;0;8;8;8;13.3475;0;0;8;8;8;13.3475;0;9.4;-0.8;-3.12;Graduate
1;1;3;9085;1;1;133.0;1;1;38;9;90;128.2;0;0;0;1;0;0;21;0;0;5;7;5;12.0;0;0;5;7;4;12.5;0;7.6;2.6;0.32;Graduate
1;17;3;9853;1;1;133.1;1;34;34;0;0;115.0;0;0;0;1;0;0;18;0;0;6;10;2;10.5;0;0;6;13;0;0.0;0;7.6;2.6;0.32;Dropout
1;17;1;9238;1;1;132.0;1;37;37;9;9;123.6;1;0;0;1;0;0;18;0;0;6;9;4;11.5;0;0;6;10;4;10.75;0;7.6;2.6;0.32;Enrolled
1;1;2;171;1;1;117.0;1;38;38;4;9;120.2;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
1;1;1;9670;1;1;127.0;1;3;19;3;9;127.0;1;0;0;1;1;0;18;0;0;6;9;6;13.571428571428571;0;0;6;11;4;14.0;0;12.4;0.5;1.79;Graduate
1;17;1;9085;1;1;134.0;1;19;19;1;1;120.4;1;0;0;1;1;0;18;0;0;6;10;6;14.7;0;0;6;10;6;12.0;0;16.2;0.3;-0.92;Graduate
1;39;1;9991;0;1;120.0;1;37;37;9;9;120.0;1;0;0;0;1;0;25;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;9500;1;1;136.0;1;2;2;3;3;120.0;1;0;0;1;1;0;18;0;0;7;8;6;11.833333333333334;0;0;7;8;6;11.833333333333334;0;7.6;2.6;0.32;Enrolled
1;1;3;171;1;1;137.0;1;1;3;5;2;133.9;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
1;1;6;9500;1;1;118.0;1;38;19;3;3;113.5;1;0;0;1;1;0;18;0;0;7;7;7;13.175714285714289;0;0;8;8;8;14.925;0;12.4;0.5;1.79;Graduate
1;39;1;9003;1;1;130.0;1;12;12;9;9;126.1;0;0;0;1;1;0;24;0;0;6;7;0;0.0;0;0;6;10;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;1;9238;1;1;124.0;1;37;37;7;9;121.2;0;0;0;1;0;0;19;0;0;6;12;2;13.0;0;0;6;9;6;10.833333333333334;0;7.6;2.6;0.32;Enrolled
5;7;1;9500;1;40;150.0;1;37;37;4;9;150.0;0;0;0;1;0;0;29;0;1;8;11;7;13.742857142857144;0;1;8;11;7;13.742857142857144;0;12.7;3.7;-1.7;Graduate
1;43;1;9991;0;1;161.0;1;37;37;9;9;100.0;1;0;0;1;0;0;27;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;17;6;9500;1;1;143.0;1;38;1;9;10;127.3;1;0;0;1;0;0;18;0;0;7;8;7;12.217142857142855;0;0;8;11;7;12.11875;0;11.1;0.6;2.02;Graduate
2;43;1;9991;0;1;130.0;1;37;37;9;9;103.8;0;0;0;1;0;0;28;0;14;15;15;14;11.071428571428571;0;12;14;16;12;11.333333333333334;1;9.4;-0.8;-3.12;Dropout
2;39;1;9853;1;19;133.1;1;37;37;9;9;131.0;0;0;0;1;0;1;32;0;0;7;10;7;13.428571428571429;0;2;8;8;8;13.25;0;13.9;-0.3;0.79;Graduate
1;39;1;9991;0;1;110.0;1;37;37;7;7;133.9;0;0;0;1;0;0;30;0;0;5;7;5;11.4;0;0;5;6;5;13.666666666666666;0;10.8;1.4;1.74;Dropout
1;7;1;9500;1;2;140.0;1;38;37;7;8;140.0;0;0;0;1;0;0;29;0;0;8;14;4;11.325;1;0;8;14;4;11.325;1;12.7;3.7;-1.7;Dropout
1;1;2;9238;1;1;145.0;1;1;19;4;8;121.4;0;0;0;1;0;0;20;0;0;6;13;0;0.0;0;0;5;11;0;0.0;0;9.4;-0.8;-3.12;Enrolled
1;1;1;9500;1;1;131.0;1;1;1;9;9;122.0;0;0;0;1;0;0;19;0;0;8;8;7;15.0;0;0;8;8;7;15.0;0;12.7;3.7;-1.7;Graduate
1;39;2;8014;0;1;141.0;1;37;37;9;9;150.5;0;0;0;1;0;0;29;0;0;6;7;6;13.166666666666666;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate
2;1;1;9238;1;1;145.0;1;37;34;9;7;139.4;0;0;0;0;0;0;27;0;0;6;12;2;11.0;0;0;6;14;4;10.5;0;9.4;-0.8;-3.12;Dropout
1;1;1;9238;1;1;122.0;1;19;19;193;194;112.6;0;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;17;1;9670;1;1;118.0;1;37;38;8;7;115.2;1;0;0;1;0;1;21;0;0;5;7;3;12.333333333333334;0;0;5;5;2;12.5;0;7.6;2.6;0.32;Dropout
2;1;1;9991;0;1;150.0;1;37;37;9;9;131.8;0;0;0;0;0;0;29;0;0;5;6;4;12.25;0;0;5;6;5;10.166666666666666;0;10.8;1.4;1.74;Dropout
2;43;1;9147;1;2;120.0;1;37;37;9;9;122.8;0;0;1;0;0;0;42;0;13;13;13;13;11.923076923076923;0;12;12;12;12;12.5;0;15.5;2.8;-4.06;Dropout
1;1;1;9238;1;1;167.0;1;19;19;9;7;156.2;0;0;0;1;0;1;18;0;0;6;6;6;14.333333333333334;0;0;6;7;6;14.142857142857142;0;15.5;2.8;-4.06;Graduate
1;39;1;9085;1;1;150.0;1;38;38;9;9;132.0;1;0;0;1;0;0;24;0;0;5;6;5;12.0;0;0;5;5;5;13.0;0;10.8;1.4;1.74;Graduate
2;7;1;9500;1;3;130.0;1;37;37;9;5;130.0;0;0;0;1;0;0;32;0;0;7;9;7;13.761111111111113;0;1;8;11;7;12.06375;0;15.5;2.8;-4.06;Enrolled
1;1;1;9147;1;1;151.0;1;37;1;4;10;138.4;0;0;0;1;0;0;18;0;0;5;6;4;11.25;0;0;5;8;5;11.0;0;10.8;1.4;1.74;Enrolled
1;39;1;9991;0;1;120.0;1;38;38;5;7;146.2;0;0;0;1;0;0;27;0;0;5;10;3;12.333333333333334;0;0;5;10;3;10.666666666666666;0;11.1;0.6;2.02;Graduate
1;1;4;9500;1;1;168.0;1;38;1;9;10;166.0;1;0;0;1;0;0;18;0;0;8;8;8;14.88875;0;0;8;8;8;14.88875;0;9.4;-0.8;-3.12;Graduate
1;17;3;9773;1;1;153.0;1;34;34;99;99;133.1;1;0;1;1;0;1;19;0;0;6;8;6;12.166666666666666;0;0;6;8;5;12.4;0;9.4;-0.8;-3.12;Dropout
1;1;2;9773;1;1;131.0;1;19;37;9;10;121.9;1;0;0;1;0;1;18;0;0;6;7;6;12.666666666666666;0;0;6;6;6;13.333333333333334;0;11.1;0.6;2.02;Graduate
1;5;4;9853;1;1;116.0;1;3;38;3;8;110.4;1;0;0;1;0;0;21;0;0;6;9;5;12.6;0;0;6;9;3;11.666666666666666;0;9.4;-0.8;-3.12;Enrolled
1;39;1;9147;1;1;160.0;1;38;38;7;9;121.4;0;1;0;1;0;1;26;0;0;5;8;4;13.0;0;0;5;10;4;12.25;2;16.2;0.3;-0.92;Graduate
1;1;1;9254;1;1;152.0;1;37;19;9;9;137.0;1;0;0;1;0;1;22;0;0;6;9;6;13.875;0;0;6;6;6;14.333333333333334;0;9.4;-0.8;-3.12;Graduate
2;39;1;9991;0;1;133.1;1;37;37;6;3;140.0;0;0;1;1;1;0;37;0;0;5;10;4;10.75;0;0;5;12;3;13.333333333333334;0;9.4;-0.8;-3.12;Dropout
1;7;1;9085;1;3;150.0;1;19;37;90;90;140.0;0;0;0;1;1;0;24;0;3;5;10;3;14.666666666666666;1;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;18;2;9853;1;1;168.0;1;1;19;3;9;126.8;1;0;0;1;1;0;18;0;0;6;7;5;12.6;0;0;6;6;6;13.0;0;10.8;1.4;1.74;Enrolled
1;17;3;9500;1;1;137.0;1;1;1;4;10;124.8;1;0;0;1;1;1;19;0;0;7;11;6;12.4125;0;0;8;12;7;11.2625;0;15.5;2.8;-4.06;Graduate
2;39;1;9130;1;19;133.1;1;2;1;8;8;120.0;1;0;1;0;1;0;28;0;0;6;12;1;11.0;0;0;6;9;2;10.5;0;16.2;0.3;-0.92;Dropout
1;1;4;9500;1;1;160.0;1;37;37;7;7;133.0;1;0;0;1;1;1;18;0;0;8;8;7;14.314285714285717;0;0;8;8;7;14.314285714285717;0;12.7;3.7;-1.7;Graduate
1;1;1;9070;1;1;145.0;1;1;38;5;7;127.5;1;0;0;1;1;0;20;0;0;6;6;4;12.0;0;0;6;8;2;11.333333333333334;0;10.8;1.4;1.74;Enrolled
1;1;1;9773;1;1;138.0;1;1;19;4;4;131.7;1;0;0;1;1;0;18;0;0;6;6;6;12.833333333333334;0;0;6;7;6;13.285714285714286;0;15.5;2.8;-4.06;Graduate
2;39;1;9773;1;1;100.0;1;37;37;9;9;133.0;0;0;0;1;1;0;47;0;0;6;8;5;11.4;0;0;6;10;6;11.666666666666666;0;12.7;3.7;-1.7;Dropout
2;43;1;9991;0;1;140.0;1;37;37;4;1;122.7;0;0;0;1;1;0;38;0;0;5;5;5;14.6;0;0;5;6;5;14.333333333333334;0;13.9;-0.3;0.79;Graduate
1;1;1;9070;1;1;124.0;1;37;19;9;4;121.2;0;0;0;1;1;1;20;0;1;6;7;6;13.5;0;1;6;9;5;12.5;0;10.8;1.4;1.74;Graduate
1;44;1;9130;1;39;150.0;1;37;37;9;3;150.0;1;0;0;1;1;0;21;0;1;6;8;6;12.5;0;0;6;11;3;13.333333333333334;0;13.9;-0.3;0.79;Dropout
1;43;1;9070;1;1;125.0;1;19;19;7;8;133.4;1;0;0;1;1;1;19;0;4;6;6;4;13.0;0;2;6;7;5;12.2;0;13.9;-0.3;0.79;Enrolled
1;43;1;33;1;1;143.0;1;37;1;9;10;121.2;1;0;0;1;1;0;25;0;5;10;13;5;11.6;0;2;8;10;2;13.0;0;12.4;0.5;1.79;Enrolled
1;1;1;9130;1;1;137.0;1;3;38;3;5;129.3;1;0;0;1;0;0;18;0;0;5;6;5;11.8;1;0;5;8;5;11.6;0;9.4;-0.8;-3.12;Graduate
4;39;1;9500;1;19;133.1;1;37;37;6;6;117.8;0;0;1;0;0;0;46;0;0;7;14;3;12.333333333333334;0;0;7;12;3;11.083333333333334;0;11.1;0.6;2.02;Dropout
1;43;2;9500;1;1;136.0;1;38;38;9;5;131.3;0;0;0;1;0;0;23;0;11;14;15;12;12.625;1;11;14;15;12;12.625;1;7.6;2.6;0.32;Graduate
1;1;1;9070;1;1;132.0;1;1;1;9;9;133.8;1;0;0;1;0;1;20;0;0;6;6;6;13.833333333333334;0;0;6;6;6;13.5;0;16.2;0.3;-0.92;Graduate
1;44;1;9070;1;39;120.0;1;3;38;3;9;120.0;0;0;0;1;1;0;20;0;2;7;7;6;12.5;0;5;9;10;7;13.142857142857142;1;16.2;0.3;-0.92;Graduate
1;1;6;9773;1;1;125.0;1;1;1;5;4;122.2;0;0;0;1;1;0;19;0;0;6;7;5;13.6;0;0;6;8;5;12.666666666666666;0;15.5;2.8;-4.06;Graduate
1;1;2;9773;1;1;120.0;105;1;1;9;9;119.0;1;0;1;0;0;0;18;1;0;6;6;6;12.0;0;0;6;6;2;11.0;0;11.1;0.6;2.02;Dropout
1;1;1;9500;1;1;154.0;1;37;37;9;9;149.5;1;0;0;1;0;1;30;0;0;7;8;7;14.9125;0;0;8;9;1;13.5;0;13.9;-0.3;0.79;Dropout
1;1;1;9147;1;1;180.0;1;37;37;7;4;153.8;1;0;0;1;0;1;20;0;0;5;5;5;13.8;0;0;5;6;5;12.0;0;9.4;-0.8;-3.12;Graduate
1;10;1;9773;1;1;152.0;22;38;37;5;9;152.0;1;0;0;1;0;0;22;1;0;6;8;6;11.666666666666666;0;0;6;6;6;13.0;0;12.7;3.7;-1.7;Graduate
